Country,Year,Series,Value
Egypt,2013,Changes in stocks (petajoules),0
Egypt,2014,Changes in stocks (petajoules),-1
Egypt,2015,Changes in stocks (petajoules),-1
Egypt,1990,Total supply (petajoules),1271
Egypt,1995,Total supply (petajoules),1605
Egypt,2000,Total supply (petajoules),2288
Egypt,2005,Total supply (petajoules),2742
Egypt,2010,Total supply (petajoules),3242
Egypt,2013,Total supply (petajoules),3438
Egypt,2014,Total supply (petajoules),3503
Egypt,2015,Total supply (petajoules),3457
Egypt,1990,Supply per capita (gigajoules),22
Egypt,1995,Supply per capita (gigajoules),26
Egypt,2000,Supply per capita (gigajoules),34
Egypt,2005,Supply per capita (gigajoules),37
Egypt,2010,Supply per capita (gigajoules),40
Egypt,2013,Supply per capita (gigajoules),39
Egypt,2014,Supply per capita (gigajoules),39
Egypt,2015,Supply per capita (gigajoules),38
El Salvador,1990,Primary energy production (petajoules),60
El Salvador,1995,Primary energy production (petajoules),70
El Salvador,2000,Primary energy production (petajoules),89
El Salvador,2005,Primary energy production (petajoules),104
El Salvador,2010,Primary energy production (petajoules),95
El Salvador,2013,Primary energy production (petajoules),86
El Salvador,2014,Primary energy production (petajoules),86
El Salvador,2015,Primary energy production (petajoules),87
El Salvador,1990,Net imports [Imports - Exports - Bunkers] (petajoules),32
El Salvador,1995,Net imports [Imports - Exports - Bunkers] (petajoules),67
El Salvador,2000,Net imports [Imports - Exports - Bunkers] (petajoules),77
El Salvador,2005,Net imports [Imports - Exports - Bunkers] (petajoules),85
El Salvador,2010,Net imports [Imports - Exports - Bunkers] (petajoules),81
El Salvador,2013,Net imports [Imports - Exports - Bunkers] (petajoules),81
El Salvador,2014,Net imports [Imports - Exports - Bunkers] (petajoules),82
El Salvador,2015,Net imports [Imports - Exports - Bunkers] (petajoules),92
El Salvador,1990,Changes in stocks (petajoules),-1
El Salvador,1995,Changes in stocks (petajoules),2
El Salvador,2000,Changes in stocks (petajoules),0
El Salvador,2005,Changes in stocks (petajoules),0
El Salvador,2010,Changes in stocks (petajoules),-2
El Salvador,2013,Changes in stocks (petajoules),0
El Salvador,2014,Changes in stocks (petajoules),-1
El Salvador,2015,Changes in stocks (petajoules),-1
El Salvador,1990,Total supply (petajoules),92
El Salvador,1995,Total supply (petajoules),135
El Salvador,2000,Total supply (petajoules),166
El Salvador,2005,Total supply (petajoules),189
El Salvador,2010,Total supply (petajoules),178
El Salvador,2013,Total supply (petajoules),167
El Salvador,2014,Total supply (petajoules),170
El Salvador,2015,Total supply (petajoules),180
El Salvador,1990,Supply per capita (gigajoules),17
El Salvador,1995,Supply per capita (gigajoules),24
El Salvador,2000,Supply per capita (gigajoules),28
El Salvador,2005,Supply per capita (gigajoules),31
El Salvador,2010,Supply per capita (gigajoules),29
El Salvador,2013,Supply per capita (gigajoules),27
El Salvador,2014,Supply per capita (gigajoules),28
El Salvador,2015,Supply per capita (gigajoules),29
Equatorial Guinea,1990,Primary energy production (petajoules),4
Equatorial Guinea,1995,Primary energy production (petajoules),34
Equatorial Guinea,2000,Primary energy production (petajoules),285
Equatorial Guinea,2005,Primary energy production (petajoules),823
Equatorial Guinea,2010,Primary energy production (petajoules),813
Equatorial Guinea,2013,Primary energy production (petajoules),800
Equatorial Guinea,2014,Primary energy production (petajoules),842
Equatorial Guinea,2015,Primary energy production (petajoules),879
Equatorial Guinea,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1
Equatorial Guinea,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-28
Equatorial Guinea,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-276
Equatorial Guinea,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-770
Equatorial Guinea,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-745
Equatorial Guinea,2013,Net imports [Imports - Exports - Bunkers] (petajoules),-733
Equatorial Guinea,2014,Net imports [Imports - Exports - Bunkers] (petajoules),-770
Equatorial Guinea,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-808
Equatorial Guinea,1995,Changes in stocks (petajoules),1
Equatorial Guinea,1990,Total supply (petajoules),5
Equatorial Guinea,1995,Total supply (petajoules),5
Equatorial Guinea,2000,Total supply (petajoules),9
Equatorial Guinea,2005,Total supply (petajoules),52
Equatorial Guinea,2010,Total supply (petajoules),68
Equatorial Guinea,2013,Total supply (petajoules),68
Equatorial Guinea,2014,Total supply (petajoules),73
Equatorial Guinea,2015,Total supply (petajoules),71
Equatorial Guinea,1990,Supply per capita (gigajoules),13
Equatorial Guinea,1995,Supply per capita (gigajoules),11
Equatorial Guinea,2000,Supply per capita (gigajoules),18
Equatorial Guinea,2005,Supply per capita (gigajoules),86
Equatorial Guinea,2010,Supply per capita (gigajoules),94
Equatorial Guinea,2013,Supply per capita (gigajoules),85
Equatorial Guinea,2014,Supply per capita (gigajoules),89
Equatorial Guinea,2015,Supply per capita (gigajoules),84
Eritrea,1995,Primary energy production (petajoules),31
Eritrea,2000,Primary energy production (petajoules),21
Eritrea,2005,Primary energy production (petajoules),21
Eritrea,2010,Primary energy production (petajoules),24
Eritrea,2013,Primary energy production (petajoules),26
Eritrea,2014,Primary energy production (petajoules),27
Eritrea,2015,Primary energy production (petajoules),27
Eritrea,1995,Net imports [Imports - Exports - Bunkers] (petajoules),13
Eritrea,2000,Net imports [Imports - Exports - Bunkers] (petajoules),9
Eritrea,2005,Net imports [Imports - Exports - Bunkers] (petajoules),10
Eritrea,2010,Net imports [Imports - Exports - Bunkers] (petajoules),7
Eritrea,2013,Net imports [Imports - Exports - Bunkers] (petajoules),7
Eritrea,2014,Net imports [Imports - Exports - Bunkers] (petajoules),8
Eritrea,2015,Net imports [Imports - Exports - Bunkers] (petajoules),8
Eritrea,2000,Changes in stocks (petajoules),0
Eritrea,2005,Changes in stocks (petajoules),-2
Eritrea,2010,Changes in stocks (petajoules),0
Eritrea,2013,Changes in stocks (petajoules),0
Eritrea,2014,Changes in stocks (petajoules),0
Eritrea,1995,Total supply (petajoules),43
Eritrea,2000,Total supply (petajoules),30
Eritrea,2005,Total supply (petajoules),32
Eritrea,2010,Total supply (petajoules),31
Eritrea,2013,Total supply (petajoules),33
Eritrea,2014,Total supply (petajoules),34
Eritrea,2015,Total supply (petajoules),36
Eritrea,1995,Supply per capita (gigajoules),14
Eritrea,2000,Supply per capita (gigajoules),8
Eritrea,2005,Supply per capita (gigajoules),7
Eritrea,2010,Supply per capita (gigajoules),7
Eritrea,2013,Supply per capita (gigajoules),7
Eritrea,2014,Supply per capita (gigajoules),7
Eritrea,2015,Supply per capita (gigajoules),7
Estonia,1995,Primary energy production (petajoules),139
Estonia,2000,Primary energy production (petajoules),129
Estonia,2005,Primary energy production (petajoules),163
Estonia,2010,Primary energy production (petajoules),205
Estonia,2013,Primary energy production (petajoules),237
Estonia,2014,Primary energy production (petajoules),242
Estonia,2015,Primary energy production (petajoules),233
Estonia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),74
Estonia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),66
Estonia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),57
Estonia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),30
Estonia,2013,Net imports [Imports - Exports - Bunkers] (petajoules),21
Estonia,2014,Net imports [Imports - Exports - Bunkers] (petajoules),16
Estonia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),13
Estonia,1995,Changes in stocks (petajoules),-3
Estonia,2000,Changes in stocks (petajoules),-1
Estonia,2005,Changes in stocks (petajoules),0
Estonia,2010,Changes in stocks (petajoules),-2
Estonia,2013,Changes in stocks (petajoules),1
Estonia,2014,Changes in stocks (petajoules),5
Estonia,2015,Changes in stocks (petajoules),15
Estonia,1995,Total supply (petajoules),217
Estonia,2000,Total supply (petajoules),196
Estonia,2005,Total supply (petajoules),220
Estonia,2010,Total supply (petajoules),236
Estonia,2013,Total supply (petajoules),258
Estonia,2014,Total supply (petajoules),254
Estonia,2015,Total supply (petajoules),230
Estonia,1995,Supply per capita (gigajoules),151
Estonia,2000,Supply per capita (gigajoules),143
Estonia,2005,Supply per capita (gigajoules),164
Estonia,2010,Supply per capita (gigajoules),177
Estonia,2013,Supply per capita (gigajoules),195
Estonia,2014,Supply per capita (gigajoules),193
Estonia,2015,Supply per capita (gigajoules),176
Eswatini,1990,Primary energy production (petajoules),20
Eswatini,1995,Primary energy production (petajoules),19
Eswatini,2000,Primary energy production (petajoules),34
Eswatini,2005,Primary energy production (petajoules),36
Eswatini,2010,Primary energy production (petajoules),33
Eswatini,2013,Primary energy production (petajoules),38
Eswatini,2014,Primary energy production (petajoules),37
Eswatini,2015,Primary energy production (petajoules),38
Eswatini,1995,Net imports [Imports - Exports - Bunkers] (petajoules),2
Eswatini,2000,Net imports [Imports - Exports - Bunkers] (petajoules),7
Eswatini,2005,Net imports [Imports - Exports - Bunkers] (petajoules),3
Eswatini,2010,Net imports [Imports - Exports - Bunkers] (petajoules),11
Eswatini,2013,Net imports [Imports - Exports - Bunkers] (petajoules),13
Eswatini,2014,Net imports [Imports - Exports - Bunkers] (petajoules),10
Eswatini,2015,Net imports [Imports - Exports - Bunkers] (petajoules),11
Eswatini,2005,Changes in stocks (petajoules),0
Eswatini,2010,Changes in stocks (petajoules),0
Eswatini,1990,Total supply (petajoules),20
Eswatini,1995,Total supply (petajoules),21
Eswatini,2000,Total supply (petajoules),41
Eswatini,2005,Total supply (petajoules),40
Eswatini,2010,Total supply (petajoules),44
Eswatini,2013,Total supply (petajoules),51
Eswatini,2014,Total supply (petajoules),47
Eswatini,2015,Total supply (petajoules),49
Eswatini,1990,Supply per capita (gigajoules),23
Eswatini,1995,Supply per capita (gigajoules),22
Eswatini,2000,Supply per capita (gigajoules),39
Eswatini,2005,Supply per capita (gigajoules),36
Eswatini,2010,Supply per capita (gigajoules),37
Eswatini,2013,Supply per capita (gigajoules),41
Eswatini,2014,Supply per capita (gigajoules),37
Eswatini,2015,Supply per capita (gigajoules),38
Ethiopia,1995,Primary energy production (petajoules),885
Ethiopia,2000,Primary energy production (petajoules),977
Ethiopia,2005,Primary energy production (petajoules),1070
Ethiopia,2010,Primary energy production (petajoules),1212
Ethiopia,2013,Primary energy production (petajoules),1285
Ethiopia,2014,Primary energy production (petajoules),1308
Ethiopia,2015,Primary energy production (petajoules),1334
Ethiopia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),31
Ethiopia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),43
Ethiopia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),60
Ethiopia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),82
Ethiopia,2013,Net imports [Imports - Exports - Bunkers] (petajoules),111
Ethiopia,2014,Net imports [Imports - Exports - Bunkers] (petajoules),128
Ethiopia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),136
Ethiopia,1995,Changes in stocks (petajoules),-2
Ethiopia,2000,Changes in stocks (petajoules),-2
Ethiopia,2005,Changes in stocks (petajoules),-3
Ethiopia,2010,Changes in stocks (petajoules),1
Ethiopia,2013,Changes in stocks (petajoules),1
Ethiopia,2014,Changes in stocks (petajoules),-1
Ethiopia,2015,Changes in stocks (petajoules),0
Ethiopia,1995,Total supply (petajoules),918
Ethiopia,2000,Total supply (petajoules),1022
Ethiopia,2005,Total supply (petajoules),1132
Ethiopia,2010,Total supply (petajoules),1293
Ethiopia,2013,Total supply (petajoules),1394
Ethiopia,2014,Total supply (petajoules),1438
Ethiopia,2015,Total supply (petajoules),1471
Ethiopia,1995,Supply per capita (gigajoules),16
Ethiopia,2000,Supply per capita (gigajoules),16
Ethiopia,2005,Supply per capita (gigajoules),15
Ethiopia,2010,Supply per capita (gigajoules),15
Ethiopia,2013,Supply per capita (gigajoules),15
Ethiopia,2014,Supply per capita (gigajoules),15
Ethiopia,2015,Supply per capita (gigajoules),15
Falkland Islands (Malvinas),1990,Primary energy production (petajoules),0
Falkland Islands (Malvinas),1995,Primary energy production (petajoules),0
Falkland Islands (Malvinas),2000,Primary energy production (petajoules),0
Falkland Islands (Malvinas),2005,Primary energy production (petajoules),0
Falkland Islands (Malvinas),2010,Primary energy production (petajoules),0
Falkland Islands (Malvinas),2013,Primary energy production (petajoules),0
Falkland Islands (Malvinas),2014,Primary energy production (petajoules),0
Falkland Islands (Malvinas),2015,Primary energy production (petajoules),0
Falkland Islands (Malvinas),1990,Net imports [Imports - Exports - Bunkers] (petajoules),0
Falkland Islands (Malvinas),1995,Net imports [Imports - Exports - Bunkers] (petajoules),0
Falkland Islands (Malvinas),2000,Net imports [Imports - Exports - Bunkers] (petajoules),0
Falkland Islands (Malvinas),2005,Net imports [Imports - Exports - Bunkers] (petajoules),1
Falkland Islands (Malvinas),2010,Net imports [Imports - Exports - Bunkers] (petajoules),1
Falkland Islands (Malvinas),2013,Net imports [Imports - Exports - Bunkers] (petajoules),1
Falkland Islands (Malvinas),2014,Net imports [Imports - Exports - Bunkers] (petajoules),1
Falkland Islands (Malvinas),2015,Net imports [Imports - Exports - Bunkers] (petajoules),1
Falkland Islands (Malvinas),1990,Total supply (petajoules),1
Falkland Islands (Malvinas),1995,Total supply (petajoules),1
Falkland Islands (Malvinas),2000,Total supply (petajoules),1
Falkland Islands (Malvinas),2005,Total supply (petajoules),1
Falkland Islands (Malvinas),2010,Total supply (petajoules),1
Falkland Islands (Malvinas),2013,Total supply (petajoules),1
Falkland Islands (Malvinas),2014,Total supply (petajoules),1
Falkland Islands (Malvinas),2015,Total supply (petajoules),1
Falkland Islands (Malvinas),1990,Supply per capita (gigajoules),271
Falkland Islands (Malvinas),1995,Supply per capita (gigajoules),239
Falkland Islands (Malvinas),2000,Supply per capita (gigajoules),178
Falkland Islands (Malvinas),2005,Supply per capita (gigajoules),235
Falkland Islands (Malvinas),2010,Supply per capita (gigajoules),261
Falkland Islands (Malvinas),2013,Supply per capita (gigajoules),258
Falkland Islands (Malvinas),2014,Supply per capita (gigajoules),257
Falkland Islands (Malvinas),2015,Supply per capita (gigajoules),257
Faroe Islands,1990,Primary energy production (petajoules),0
Faroe Islands,1995,Primary energy production (petajoules),0
Faroe Islands,2000,Primary energy production (petajoules),0
Faroe Islands,2005,Primary energy production (petajoules),0
Faroe Islands,2010,Primary energy production (petajoules),0
Faroe Islands,2013,Primary energy production (petajoules),0
Faroe Islands,2014,Primary energy production (petajoules),1
